config,frequency_hz,run,send_ts_us,recv_ts_us,rtt_ms,status
wifi_adhoc,100,10,1775633553590944,1775633553664204,73.26,ok
wifi_adhoc,100,10,1775633553601048,1775633553680910,79.862,ok
wifi_adhoc,100,10,1775633553611033,1775633553684620,73.587,ok
wifi_adhoc,100,10,1775633553621043,1775633553702001,80.958,ok
wifi_adhoc,100,10,1775633553651156,1775633553709429,58.273,ok
wifi_adhoc,100,10,1775633553661032,1775633553734307,73.275,ok
wifi_adhoc,100,10,1775633553671032,1775633553734610,63.578,ok
wifi_adhoc,100,10,1775633553681234,1775633553743918,62.684,ok
wifi_adhoc,100,10,1775633553691029,1775633553750901,59.872,ok
wifi_adhoc,100,10,1775633553711026,1775633553758749,47.723,ok
wifi_adhoc,100,10,1775633553721037,1775633553769644,48.607,ok
wifi_adhoc,100,10,1775633553731030,1775633553782897,51.867,ok
wifi_adhoc,100,10,1775633553741031,1775633553804726,63.695,ok
wifi_adhoc,100,10,1775633553751243,1775633553805066,53.823,ok
wifi_adhoc,100,10,1775633553761034,1775633553812778,51.744,ok
wifi_adhoc,100,10,1775633553771038,1775633553823719,52.681,ok
wifi_adhoc,100,10,1775633553781035,1775633553835174,54.139,ok
wifi_adhoc,100,10,1775633553791046,1775633553846102,55.056,ok
wifi_adhoc,100,10,1775633553801030,1775633553860224,59.194,ok
wifi_adhoc,100,10,1775633553811044,1775633553868769,57.725,ok
wifi_adhoc,100,10,1775633553821048,1775633553879950,58.902,ok
wifi_adhoc,100,10,1775633553831024,1775633553889968,58.944,ok
wifi_adhoc,100,10,1775633553851028,1775633553902199,51.171,ok
wifi_adhoc,100,10,1775633553861041,1775633553912923,51.882,ok
wifi_adhoc,100,10,1775633553871030,1775633553922847,51.817,ok
wifi_adhoc,100,10,1775633553881029,1775633553932893,51.864,ok
wifi_adhoc,100,10,1775633553891118,1775633553943904,52.786,ok
wifi_adhoc,100,10,1775633553901046,1775633553954780,53.734,ok
wifi_adhoc,100,10,1775633553911042,1775633553966396,55.354,ok
wifi_adhoc,100,10,1775633553921030,1775633553976063,55.033,ok
wifi_adhoc,100,10,1775633553931051,1775633553989390,58.339,ok
wifi_adhoc,100,10,1775633553941052,1775633553996931,55.879,ok
wifi_adhoc,100,10,1775633553951070,1775633554008073,57.003,ok
wifi_adhoc,100,10,1775633553961047,1775633554021530,60.483,ok
wifi_adhoc,100,10,1775633553981037,1775633554028952,47.915,ok
wifi_adhoc,100,10,1775633553991040,1775633554038840,47.8,ok
wifi_adhoc,100,10,1775633554001042,1775633554048759,47.717,ok
wifi_adhoc,100,10,1775633554011148,1775633554058711,47.563,ok
wifi_adhoc,100,10,1775633554021042,1775633554068999,47.957,ok
wifi_adhoc,100,10,1775633554031038,1775633554080606,49.568,ok
wifi_adhoc,100,10,1775633554041037,1775633554090180,49.143,ok
wifi_adhoc,100,10,1775633554051039,1775633554101304,50.265,ok
wifi_adhoc,100,10,1775633554061029,1775633554111741,50.712,ok
wifi_adhoc,100,10,1775633554071035,1775633554124091,53.056,ok
wifi_adhoc,100,10,1775633554081038,1775633554133172,52.134,ok
wifi_adhoc,100,10,1775633554091029,1775633554144011,52.982,ok
wifi_adhoc,100,10,1775633554101033,1775633554152688,51.655,ok
wifi_adhoc,100,10,1775633554111155,1775633554163398,52.243,ok
wifi_adhoc,100,10,1775633554121040,1775633554173672,52.632,ok
wifi_adhoc,100,10,1775633554131048,1775633554184450,53.402,ok
wifi_adhoc,100,10,1775633554141102,1775633554195083,53.981,ok
wifi_adhoc,100,10,1775633554151045,1775633554216871,65.826,ok
wifi_adhoc,100,10,1775633554161038,1775633554217232,56.194,ok
